漢字,臺灣台語羅馬字
六月,la̍k-ge̍h
七月,tshit-ge̍h
八月,pueh-ge̍h
九月,káu-ge̍h
十月,tsa̍p-ge̍h
十一月,tsa̍p-it-ge̍h
十二月,tsa̍p-jī-ge̍h
十二月,tsa̍p-lī-ge̍h
一月,it--gue̍h
二月,jī--gue̍h
二月,lī--gue̍h
三月,sann--gue̍h
四月,sì--gue̍h
五月,gōo--gue̍h
六月,la̍k--gue̍h
七月,tshit--gue̍h
八月,peh--gue̍h
八月,pueh--gue̍h
九月,káu--gue̍h
十月,tsa̍p--gue̍h
十一月,tsa̍p-it--gue̍h
十二月,tsa̍p-jī--gue̍h
十二月,tsa̍p-lī--gue̍h
一月,it--ge̍h
二月,jī--ge̍h
二月,lī--ge̍h
三月,sann--ge̍h
四月,sì--ge̍h
五月,gōo--ge̍h
六月,la̍k--ge̍h
七月,tshit--ge̍h
八月,peh--ge̍h
八月,pueh--ge̍h
九月,káu--ge̍h
十月,tsa̍p--ge̍h
十一月,tsa̍p-it--ge̍h
十二月,tsa̍p-jī--ge̍h
十二月,tsa̍p-lī--ge̍h
拜二,pài-jī
拜二,pài-lī
拜三,pài-sann
拜四,pài-sì
拜五,pài-gōo
第二,tē-jī
第二,tē-lī
第三,tē-sann
第四,tē-sì
第五,tē-gōo
第六,tē-la̍k
第七,tē-tshit
第八,tē-peh
第八,tē-pueh
第九,tē-káu
第十,tē-tsa̍p
百一,pah-it
百二,pah-jī
百二,pah-lī
百三,pah-sann
百四,pah-sì
百五,pah-gōo
百六,pah-la̍k
百七,pah-tshit
百八,pah-peh
百八,pah-pueh
百九,pah-káu
千一,tshing-it
千二,tshing-jī
千二,tshing-lī
千三,tshing-sann
千四,tshing-sì
千五,tshing-gōo
千六,tshing-la̍k
千七,tshing-tshit
千八,tshing-peh
千八,tshing-pueh
千九,tshing-káu
萬一,bān-it
萬二,bān-jī
萬二,bān-lī
萬三,bān-sann
萬四,bān-sì
萬五,bān-gōo
萬六,bān-la̍k
萬七,bān-tshit
萬八,bān-peh
萬八,bān-pueh
萬九,bān-káu
一个,tsi̍t ê
一个,it ê
兩个,nn̄g ê
二个,jī ê
二个,lī ê
三个,sann ê
四个,sì ê
五个,gōo ê
六个,la̍k ê
七个,tshit ê
八个,peh ê
八个,pueh ê
九个,káu ê
十个,tsa̍p ê
十一个,tsa̍p-it ê
十二个,tsa̍p-jī ê
十二个,tsa̍p-lī ê
十三个,tsa̍p-sann ê
十四个,tsa̍p-sì ê
十五个,tsa̍p-gōo ê
十六个,tsa̍p-la̍k ê
十七个,tsa̍p-tshit ê
十八个,tsa̍p-peh ê
十八个,tsa̍p-pueh ê
十九个,tsa̍p-káu ê
二十个,jī-tsa̍p ê
二十一个,jī-tsa̍p-it ê
二十二个,jī-tsa̍p-jī ê
二十三个,jī-tsa̍p-sann ê
二十四个,jī-tsa̍p-sì ê
二十五个,jī-tsa̍p-gōo ê
二十六个,jī-tsa̍p-la̍k ê
二十七个,jī-tsa̍p-tshit ê
二十八个,jī-tsa̍p-peh ê
二十九个,jī-tsa̍p-káu ê
二十个,lī-tsa̍p ê
二十一个,lī-tsa̍p-it ê
二十二个,lī-tsa̍p-lī ê
二十三个,lī-tsa̍p-sann ê
二十四个,lī-tsa̍p-sì ê
二十五个,lī-tsa̍p-gōo ê
二十六个,lī-tsa̍p-la̍k ê
二十七个,lī-tsa̍p-tshit ê
二十八个,lī-tsa̍p-pueh ê
二十九个,lī-tsa̍p-káu ê
三十个,sann-tsa̍p ê
三十一个,sann-tsa̍p-it ê
三十二个,sann-tsa̍p-jī ê
三十二个,sann-tsa̍p-lī ê
三十三个,sann-tsa̍p-sann ê
三十四个,sann-tsa̍p-sì ê
三十五个,sann-tsa̍p-gōo ê
三十六个,sann-tsa̍p-la̍k ê
三十七个,sann-tsa̍p-tshit ê
三十八个,sann-tsa̍p-peh ê
三十八个,sann-tsa̍p-pueh ê
三十九个,sann-tsa̍p-káu ê
四十个,sì-tsa̍p ê
四十一个,sì-tsa̍p-it ê
四十二个,sì-tsa̍p-jī ê
四十二个,sì-tsa̍p-lī ê
四十三个,sì-tsa̍p-sann ê
四十四个,sì-tsa̍p-sì ê
四十五个,sì-tsa̍p-gōo ê
四十六个,sì-tsa̍p-la̍k ê
四十七个,sì-tsa̍p-tshit ê
四十八个,sì-tsa̍p-peh ê
四十八个,sì-tsa̍p-pueh ê
四十九个,sì-tsa̍p-káu ê
五十个,gōo-tsa̍p ê
五十一个,gōo-tsa̍p-it ê
五十二个,gōo-tsa̍p-jī ê
五十二个,gōo-tsa̍p-lī ê
五十三个,gōo-tsa̍p-sann ê
五十四个,gōo-tsa̍p-sì ê
五十五个,gōo-tsa̍p-gōo ê
五十六个,gōo-tsa̍p-la̍k ê
五十七个,gōo-tsa̍p-tshit ê
五十八个,gōo-tsa̍p-peh ê
五十八个,gōo-tsa̍p-pueh ê
五十九个,gōo-tsa̍p-káu ê
六十个,la̍k-tsa̍p ê
六十一个,la̍k-tsa̍p-it ê
六十二个,la̍k-tsa̍p-jī ê
六十二个,la̍k-tsa̍p-lī ê
六十三个,la̍k-tsa̍p-sann ê
六十四个,la̍k-tsa̍p-sì ê
六十五个,la̍k-tsa̍p-gōo ê
六十六个,la̍k-tsa̍p-la̍k ê
六十七个,la̍k-tsa̍p-tshit ê
六十八个,la̍k-tsa̍p-peh ê
六十八个,la̍k-tsa̍p-pueh ê
六十九个,la̍k-tsa̍p-káu ê
七十个,tshit-tsa̍p ê
七十一个,tshit-tsa̍p-it ê
七十二个,tshit-tsa̍p-jī ê
七十二个,tshit-tsa̍p-lī ê
七十三个,tshit-tsa̍p-sann ê
七十四个,tshit-tsa̍p-sì ê
七十五个,tshit-tsa̍p-gōo ê
七十六个,tshit-tsa̍p-la̍k ê
七十七个,tshit-tsa̍p-tshit ê
七十八个,tshit-tsa̍p-peh ê
七十八个,tshit-tsa̍p-pueh ê
七十九个,tshit-tsa̍p-káu ê
八十个,peh-tsa̍p ê
八十一个,peh-tsa̍p-it ê
八十二个,peh-tsa̍p-jī ê
八十二个,peh-tsa̍p-lī ê
八十三个,peh-tsa̍p-sann ê
八十四个,peh-tsa̍p-sì ê
八十五个,peh-tsa̍p-gōo ê
八十六个,peh-tsa̍p-la̍k ê
八十七个,peh-tsa̍p-tshit ê
八十八个,peh-tsa̍p-peh ê
八十八个,peh-tsa̍p-pueh ê
八十九个,peh-tsa̍p-káu ê
八十个,pueh-tsa̍p ê
八十一个,pueh-tsa̍p-it ê
八十二个,pueh-tsa̍p-jī ê
八十二个,pueh-tsa̍p-lī ê
八十三个,pueh-tsa̍p-sann ê
八十四个,pueh-tsa̍p-sì ê
八十五个,pueh-tsa̍p-gōo ê
八十六个,pueh-tsa̍p-la̍k ê
八十七个,pueh-tsa̍p-tshit ê
八十八个,pueh-tsa̍p-peh ê
八十八个,pueh-tsa̍p-pueh ê
八十九个,pueh-tsa̍p-káu ê
九十个,káu-tsa̍p ê
九十一个,káu-tsa̍p-it ê
九十二个,káu-tsa̍p-jī ê
九十二个,káu-tsa̍p-lī ê
九十三个,káu-tsa̍p-sann ê
九十四个,káu-tsa̍p-sì ê
九十五个,káu-tsa̍p-gōo ê
九十六个,káu-tsa̍p-la̍k ê
九十七个,káu-tsa̍p-tshit ê
九十八个,káu-tsa̍p-peh ê
九十八个,káu-tsa̍p-pueh ê
九十九个,káu-tsa̍p-káu ê
一百个,tsi̍t-pah ê
兩百个,nn̄g-pah ê
二百个,jī-pah ê
二百个,lī-pah ê
三百个,sann-pah ê
四百个,sì-pah ê
五百个,gōo-pah ê
六百个,la̍k-pah ê
七百个,tshit-pah ê
八百个,peh-pah ê
八百个,pueh-pah ê
九百个,káu-pah ê
一千个,tsi̍t-tshing ê
兩千个,nn̄g-tshing ê
二千个,jī-tshing ê
二千个,lī-tshing ê
三千个,sann-tshing ê
四千个,sì-tshing ê
五千个,gōo-tshing ê
六千个,la̍k-tshing ê
七千个,tshit-tshing ê
八千个,peh-tshing ê
八千个,pueh-tshing ê
九千个,káu-tshing ê
一萬个,tsi̍t-bān ê
兩萬个,nn̄g-bān ê
二萬个,jī-bān ê
二萬个,lī-bān ê
三萬个,sann-bān ê
四萬个,sì-bān ê
五萬个,gōo-bān ê
六萬个,la̍k-bān ê
七萬个,tshit-bān ê
八萬个,peh-bān ê
八萬个,pueh-bān ê
九萬个,káu-bān ê
十萬个,tsa̍p-bān ê
十一萬个,tsa̍p-it-bān ê
十二萬个,tsa̍p-jī-bān ê
十二萬个,tsa̍p-lī-bān ê
十三萬个,tsa̍p-sann-bān ê
十四萬个,tsa̍p-sì-bān ê
十五萬个,tsa̍p-gōo-bān ê
十六萬个,tsa̍p-la̍k-bān ê
十七萬个,tsa̍p-tshit-bān ê
十八萬个,tsa̍p-peh-bān ê
十八萬个,tsa̍p-pueh-bān ê
十九萬个,tsa̍p-káu-bān ê
二十萬个,jī-tsa̍p-bān ê
二十一萬个,jī-tsa̍p-it-bān ê
二十二萬个,jī-tsa̍p-jī-bān ê
二十三萬个,jī-tsa̍p-sann-bān ê
二十四萬个,jī-tsa̍p-sì-bān ê
二十五萬个,jī-tsa̍p-gōo-bān ê
二十六萬个,jī-tsa̍p-la̍k-bān ê
二十七萬个,jī-tsa̍p-tshit-bān ê
二十八萬个,jī-tsa̍p-peh-bān ê
二十九萬个,jī-tsa̍p-káu-bān ê
二十萬个,lī-tsa̍p-bān ê
二十一萬个,lī-tsa̍p-it-bān ê
二十二萬个,lī-tsa̍p-lī-bān ê
二十三萬个,lī-tsa̍p-sann-bān ê
二十四萬个,lī-tsa̍p-sì-bān ê
二十五萬个,lī-tsa̍p-gōo-bān ê
二十六萬个,lī-tsa̍p-la̍k-bān ê
二十七萬个,lī-tsa̍p-tshit-bān ê
二十八萬个,lī-tsa̍p-pueh-bān ê
二十九萬个,lī-tsa̍p-káu-bān ê
三十萬个,sann-tsa̍p-bān ê
三十一萬个,sann-tsa̍p-it-bān ê
三十二萬个,sann-tsa̍p-jī-bān ê
三十二萬个,sann-tsa̍p-lī-bān ê
三十三萬个,sann-tsa̍p-sann-bān ê
三十四萬个,sann-tsa̍p-sì-bān ê
三十五萬个,sann-tsa̍p-gōo-bān ê
三十六萬个,sann-tsa̍p-la̍k-bān ê
三十七萬个,sann-tsa̍p-tshit-bān ê
三十八萬个,sann-tsa̍p-peh-bān ê
三十八萬个,sann-tsa̍p-pueh-bān ê
三十九萬个,sann-tsa̍p-káu-bān ê
四十萬个,sì-tsa̍p-bān ê
四十一萬个,sì-tsa̍p-it-bān ê
四十二萬个,sì-tsa̍p-jī-bān ê
四十二萬个,sì-tsa̍p-lī-bān ê
四十三萬个,sì-tsa̍p-sann-bān ê
四十四萬个,sì-tsa̍p-sì-bān ê
四十五萬个,sì-tsa̍p-gōo-bān ê
四十六萬个,sì-tsa̍p-la̍k-bān ê
四十七萬个,sì-tsa̍p-tshit-bān ê
四十八萬个,sì-tsa̍p-peh-bān ê
四十八萬个,sì-tsa̍p-pueh-bān ê
四十九萬个,sì-tsa̍p-káu-bān ê
五十萬个,gōo-tsa̍p-bān ê
五十一萬个,gōo-tsa̍p-it-bān ê
五十二萬个,gōo-tsa̍p-jī-bān ê
五十二萬个,gōo-tsa̍p-lī-bān ê
五十三萬个,gōo-tsa̍p-sann-bān ê
五十四萬个,gōo-tsa̍p-sì-bān ê
五十五萬个,gōo-tsa̍p-gōo-bān ê
五十六萬个,gōo-tsa̍p-la̍k-bān ê
五十七萬个,gōo-tsa̍p-tshit-bān ê
五十八萬个,gōo-tsa̍p-peh-bān ê
五十八萬个,gōo-tsa̍p-pueh-bān ê
五十九萬个,gōo-tsa̍p-káu-bān ê
六十萬个,la̍k-tsa̍p-bān ê
六十一萬个,la̍k-tsa̍p-it-bān ê
六十二萬个,la̍k-tsa̍p-jī-bān ê
六十二萬个,la̍k-tsa̍p-lī-bān ê
六十三萬个,la̍k-tsa̍p-sann-bān ê
六十四萬个,la̍k-tsa̍p-sì-bān ê
六十五萬个,la̍k-tsa̍p-gōo-bān ê
六十六萬个,la̍k-tsa̍p-la̍k-bān ê
六十七萬个,la̍k-tsa̍p-tshit-bān ê
六十八萬个,la̍k-tsa̍p-peh-bān ê
六十八萬个,la̍k-tsa̍p-pueh-bān ê
六十九萬个,la̍k-tsa̍p-káu-bān ê
七十萬个,tshit-tsa̍p-bān ê
七十一萬个,tshit-tsa̍p-it-bān ê
七十二萬个,tshit-tsa̍p-jī-bān ê
七十二萬个,tshit-tsa̍p-lī-bān ê
七十三萬个,tshit-tsa̍p-sann-bān ê
七十四萬个,tshit-tsa̍p-sì-bān ê
七十五萬个,tshit-tsa̍p-gōo-bān ê
七十六萬个,tshit-tsa̍p-la̍k-bān ê
七十七萬个,tshit-tsa̍p-tshit-bān ê
七十八萬个,tshit-tsa̍p-peh-bān ê
七十八萬个,tshit-tsa̍p-pueh-bān ê
七十九萬个,tshit-tsa̍p-káu-bān ê
八十萬个,peh-tsa̍p-bān ê
八十一萬个,peh-tsa̍p-it-bān ê
八十二萬个,peh-tsa̍p-jī-bān ê
八十二萬个,peh-tsa̍p-lī-bān ê
八十三萬个,peh-tsa̍p-sann-bān ê
八十四萬个,peh-tsa̍p-sì-bān ê
八十五萬个,peh-tsa̍p-gōo-bān ê
八十六萬个,peh-tsa̍p-la̍k-bān ê
八十七萬个,peh-tsa̍p-tshit-bān ê
八十八萬个,peh-tsa̍p-peh-bān ê
八十八萬个,peh-tsa̍p-pueh-bān ê
八十九萬个,peh-tsa̍p-káu-bān ê
八十萬个,pueh-tsa̍p-bān ê
八十一萬个,pueh-tsa̍p-it-bān ê
八十二萬个,pueh-tsa̍p-jī-bān ê
八十二萬个,pueh-tsa̍p-lī-bān ê
八十三萬个,pueh-tsa̍p-sann-bān ê
八十四萬个,pueh-tsa̍p-sì-bān ê
八十五萬个,pueh-tsa̍p-gōo-bān ê
八十六萬个,pueh-tsa̍p-la̍k-bān ê
八十七萬个,pueh-tsa̍p-tshit-bān ê
八十八萬个,pueh-tsa̍p-peh-bān ê
八十八萬个,pueh-tsa̍p-pueh-bān ê
八十九萬个,pueh-tsa̍p-káu-bān ê
九十萬个,káu-tsa̍p-bān ê
九十一萬个,káu-tsa̍p-it-bān ê
九十二萬个,káu-tsa̍p-jī-bān ê
九十二萬个,káu-tsa̍p-lī-bān ê
九十三萬个,káu-tsa̍p-sann-bān ê
九十四萬个,káu-tsa̍p-sì-bān ê
九十五萬个,káu-tsa̍p-gōo-bān ê
九十六萬个,káu-tsa̍p-la̍k-bān ê
九十七萬个,káu-tsa̍p-tshit-bān ê
九十八萬个,káu-tsa̍p-peh-bān ê
九十八萬个,káu-tsa̍p-pueh-bān ê
九十九萬个,káu-tsa̍p-káu-bān ê
一億个,tsi̍t-ik ê
兩億个,nn̄g-ik ê
二億个,jī-ik ê
二億个,lī-ik ê
三億个,sann-ik ê
四億个,sì-ik ê
五億个,gōo-ik ê
六億个,la̍k-ik ê
七億个,tshit-ik ê
八億个,peh-ik ê
八億个,pueh-ik ê
九億个,káu-ik ê
十億个,tsa̍p-ik ê
十一億个,tsa̍p-it-ik ê
十二億个,tsa̍p-jī-ik ê
十二億个,tsa̍p-lī-ik ê
十三億个,tsa̍p-sann-ik ê
十四億个,tsa̍p-sì-ik ê
十五億个,tsa̍p-gōo-ik ê
十六億个,tsa̍p-la̍k-ik ê
十七億个,tsa̍p-tshit-ik ê
十八億个,tsa̍p-peh-ik ê
十八億个,tsa̍p-pueh-ik ê
十九億个,tsa̍p-káu-ik ê
二十億个,jī-tsa̍p-ik ê
二十一億个,jī-tsa̍p-it-ik ê
二十二億个,jī-tsa̍p-jī-ik ê
二十三億个,jī-tsa̍p-sann-ik ê
二十四億个,jī-tsa̍p-sì-ik ê
二十五億个,jī-tsa̍p-gōo-ik ê
二十六億个,jī-tsa̍p-la̍k-ik ê
二十七億个,jī-tsa̍p-tshit-ik ê
二十八億个,jī-tsa̍p-peh-ik ê
二十九億个,jī-tsa̍p-káu-ik ê
二十億个,lī-tsa̍p-ik ê
二十一億个,lī-tsa̍p-it-ik ê
二十二億个,lī-tsa̍p-lī-ik ê
二十三億个,lī-tsa̍p-sann-ik ê
二十四億个,lī-tsa̍p-sì-ik ê
二十五億个,lī-tsa̍p-gōo-ik ê
二十六億个,lī-tsa̍p-la̍k-ik ê
二十七億个,lī-tsa̍p-tshit-ik ê
二十八億个,lī-tsa̍p-pueh-ik ê
二十九億个,lī-tsa̍p-káu-ik ê
三十億个,sann-tsa̍p-ik ê
三十一億个,sann-tsa̍p-it-ik ê
三十二億个,sann-tsa̍p-jī-ik ê
三十二億个,sann-tsa̍p-lī-ik ê
三十三億个,sann-tsa̍p-sann-ik ê
三十四億个,sann-tsa̍p-sì-ik ê
三十五億个,sann-tsa̍p-gōo-ik ê
三十六億个,sann-tsa̍p-la̍k-ik ê
三十七億个,sann-tsa̍p-tshit-ik ê
三十八億个,sann-tsa̍p-peh-ik ê
三十八億个,sann-tsa̍p-pueh-ik ê
三十九億个,sann-tsa̍p-káu-ik ê
四十億个,sì-tsa̍p-ik ê
四十一億个,sì-tsa̍p-it-ik ê
四十二億个,sì-tsa̍p-jī-ik ê
四十二億个,sì-tsa̍p-lī-ik ê
四十三億个,sì-tsa̍p-sann-ik ê
四十四億个,sì-tsa̍p-sì-ik ê
四十五億个,sì-tsa̍p-gōo-ik ê
四十六億个,sì-tsa̍p-la̍k-ik ê
四十七億个,sì-tsa̍p-tshit-ik ê
四十八億个,sì-tsa̍p-peh-ik ê
四十八億个,sì-tsa̍p-pueh-ik ê
四十九億个,sì-tsa̍p-káu-ik ê
五十億个,gōo-tsa̍p-ik ê
五十一億个,gōo-tsa̍p-it-ik ê
五十二億个,gōo-tsa̍p-jī-ik ê
五十二億个,gōo-tsa̍p-lī-ik ê
五十三億个,gōo-tsa̍p-sann-ik ê
五十四億个,gōo-tsa̍p-sì-ik ê
五十五億个,gōo-tsa̍p-gōo-ik ê
五十六億个,gōo-tsa̍p-la̍k-ik ê
五十七億个,gōo-tsa̍p-tshit-ik ê
五十八億个,gōo-tsa̍p-peh-ik ê
五十八億个,gōo-tsa̍p-pueh-ik ê
五十九億个,gōo-tsa̍p-káu-ik ê
六十億个,la̍k-tsa̍p-ik ê
六十一億个,la̍k-tsa̍p-it-ik ê
六十二億个,la̍k-tsa̍p-jī-ik ê
六十二億个,la̍k-tsa̍p-lī-ik ê
六十三億个,la̍k-tsa̍p-sann-ik ê
六十四億个,la̍k-tsa̍p-sì-ik ê
六十五億个,la̍k-tsa̍p-gōo-ik ê
六十六億个,la̍k-tsa̍p-la̍k-ik ê
六十七億个,la̍k-tsa̍p-tshit-ik ê
六十八億个,la̍k-tsa̍p-peh-ik ê
六十八億个,la̍k-tsa̍p-pueh-ik ê
六十九億个,la̍k-tsa̍p-káu-ik ê
七十億个,tshit-tsa̍p-ik ê
七十一億个,tshit-tsa̍p-it-ik ê
七十二億个,tshit-tsa̍p-jī-ik ê
七十二億个,tshit-tsa̍p-lī-ik ê
七十三億个,tshit-tsa̍p-sann-ik ê
七十四億个,tshit-tsa̍p-sì-ik ê
七十五億个,tshit-tsa̍p-gōo-ik ê
七十六億个,tshit-tsa̍p-la̍k-ik ê
七十七億个,tshit-tsa̍p-tshit-ik ê
七十八億个,tshit-tsa̍p-peh-ik ê
七十八億个,tshit-tsa̍p-pueh-ik ê
七十九億个,tshit-tsa̍p-káu-ik ê
八十億个,peh-tsa̍p-ik ê
八十一億个,peh-tsa̍p-it-ik ê
八十二億个,peh-tsa̍p-jī-ik ê
八十二億个,peh-tsa̍p-lī-ik ê
八十三億个,peh-tsa̍p-sann-ik ê
八十四億个,peh-tsa̍p-sì-ik ê
八十五億个,peh-tsa̍p-gōo-ik ê
八十六億个,peh-tsa̍p-la̍k-ik ê
八十七億个,peh-tsa̍p-tshit-ik ê
八十八億个,peh-tsa̍p-peh-ik ê
八十八億个,peh-tsa̍p-pueh-ik ê
八十九億个,peh-tsa̍p-káu-ik ê
八十億个,pueh-tsa̍p-ik ê
八十一億个,pueh-tsa̍p-it-ik ê
八十二億个,pueh-tsa̍p-jī-ik ê
八十二億个,pueh-tsa̍p-lī-ik ê
八十三億个,pueh-tsa̍p-sann-ik ê
八十四億个,pueh-tsa̍p-sì-ik ê
八十五億个,pueh-tsa̍p-gōo-ik ê
八十六億个,pueh-tsa̍p-la̍k-ik ê
八十七億个,pueh-tsa̍p-tshit-ik ê
八十八億个,pueh-tsa̍p-peh-ik ê
八十八億个,pueh-tsa̍p-pueh-ik ê
八十九億个,pueh-tsa̍p-káu-ik ê
九十億个,káu-tsa̍p-ik ê
九十一億个,káu-tsa̍p-it-ik ê
九十二億个,káu-tsa̍p-jī-ik ê
九十二億个,káu-tsa̍p-lī-ik ê
九十三億个,káu-tsa̍p-sann-ik ê
九十四億个,káu-tsa̍p-sì-ik ê
九十五億个,káu-tsa̍p-gōo-ik ê
九十六億个,káu-tsa̍p-la̍k-ik ê
九十七億个,káu-tsa̍p-tshit-ik ê
九十八億个,káu-tsa̍p-peh-ik ê
九十八億个,káu-tsa̍p-pueh-ik ê
九十九億个,káu-tsa̍p-káu-ik ê
一兆个,tsi̍t-tiāu ê
兩兆个,nn̄g-tiāu ê
二兆个,jī-tiāu ê
二兆个,lī-tiāu ê
三兆个,sann-tiāu ê
四兆个,sì-tiāu ê
五兆个,gōo-tiāu ê
六兆个,la̍k-tiāu ê
七兆个,tshit-tiāu ê
八兆个,peh-tiāu ê
八兆个,pueh-tiāu ê
九兆个,káu-tiāu ê
十兆个,tsa̍p-tiāu ê
十一兆个,tsa̍p-it-tiāu ê
十二兆个,tsa̍p-jī-tiāu ê
十二兆个,tsa̍p-lī-tiāu ê
十三兆个,tsa̍p-sann-tiāu ê
十四兆个,tsa̍p-sì-tiāu ê
十五兆个,tsa̍p-gōo-tiāu ê
十六兆个,tsa̍p-la̍k-tiāu ê
十七兆个,tsa̍p-tshit-tiāu ê
十八兆个,tsa̍p-peh-tiāu ê
十八兆个,tsa̍p-pueh-tiāu ê
十九兆个,tsa̍p-káu-tiāu ê
二十兆个,jī-tsa̍p-tiāu ê
二十一兆个,jī-tsa̍p-it-tiāu ê
二十二兆个,jī-tsa̍p-jī-tiāu ê
二十三兆个,jī-tsa̍p-sann-tiāu ê
二十四兆个,jī-tsa̍p-sì-tiāu ê
二十五兆个,jī-tsa̍p-gōo-tiāu ê
二十六兆个,jī-tsa̍p-la̍k-tiāu ê
二十七兆个,jī-tsa̍p-tshit-tiāu ê
二十八兆个,jī-tsa̍p-peh-tiāu ê
二十九兆个,jī-tsa̍p-káu-tiāu ê
二十兆个,lī-tsa̍p-tiāu ê
二十一兆个,lī-tsa̍p-it-tiāu ê
二十二兆个,lī-tsa̍p-lī-tiāu ê
二十三兆个,lī-tsa̍p-sann-tiāu ê
二十四兆个,lī-tsa̍p-sì-tiāu ê
二十五兆个,lī-tsa̍p-gōo-tiāu ê
二十六兆个,lī-tsa̍p-la̍k-tiāu ê
二十七兆个,lī-tsa̍p-tshit-tiāu ê
二十八兆个,lī-tsa̍p-pueh-tiāu ê
二十九兆个,lī-tsa̍p-káu-tiāu ê
三十兆个,sann-tsa̍p-tiāu ê
三十一兆个,sann-tsa̍p-it-tiāu ê
三十二兆个,sann-tsa̍p-jī-tiāu ê
三十二兆个,sann-tsa̍p-lī-tiāu ê
三十三兆个,sann-tsa̍p-sann-tiāu ê
三十四兆个,sann-tsa̍p-sì-tiāu ê
三十五兆个,sann-tsa̍p-gōo-tiāu ê
三十六兆个,sann-tsa̍p-la̍k-tiāu ê
三十七兆个,sann-tsa̍p-tshit-tiāu ê
三十八兆个,sann-tsa̍p-peh-tiāu ê
三十八兆个,sann-tsa̍p-pueh-tiāu ê
三十九兆个,sann-tsa̍p-káu-tiāu ê
四十兆个,sì-tsa̍p-tiāu ê
四十一兆个,sì-tsa̍p-it-tiāu ê
四十二兆个,sì-tsa̍p-jī-tiāu ê
四十二兆个,sì-tsa̍p-lī-tiāu ê
四十三兆个,sì-tsa̍p-sann-tiāu ê
四十四兆个,sì-tsa̍p-sì-tiāu ê
四十五兆个,sì-tsa̍p-gōo-tiāu ê
四十六兆个,sì-tsa̍p-la̍k-tiāu ê
四十七兆个,sì-tsa̍p-tshit-tiāu ê
四十八兆个,sì-tsa̍p-peh-tiāu ê
四十八兆个,sì-tsa̍p-pueh-tiāu ê
四十九兆个,sì-tsa̍p-káu-tiāu ê
五十兆个,gōo-tsa̍p-tiāu ê
五十一兆个,gōo-tsa̍p-it-tiāu ê
五十二兆个,gōo-tsa̍p-jī-tiāu ê
五十二兆个,gōo-tsa̍p-lī-tiāu ê
五十三兆个,gōo-tsa̍p-sann-tiāu ê
五十四兆个,gōo-tsa̍p-sì-tiāu ê
五十五兆个,gōo-tsa̍p-gōo-tiāu ê
五十六兆个,gōo-tsa̍p-la̍k-tiāu ê
五十七兆个,gōo-tsa̍p-tshit-tiāu ê
五十八兆个,gōo-tsa̍p-peh-tiāu ê
五十八兆个,gōo-tsa̍p-pueh-tiāu ê
五十九兆个,gōo-tsa̍p-káu-tiāu ê
六十兆个,la̍k-tsa̍p-tiāu ê
六十一兆个,la̍k-tsa̍p-it-tiāu ê
六十二兆个,la̍k-tsa̍p-jī-tiāu ê
六十二兆个,la̍k-tsa̍p-lī-tiāu ê
六十三兆个,la̍k-tsa̍p-sann-tiāu ê
六十四兆个,la̍k-tsa̍p-sì-tiāu ê
六十五兆个,la̍k-tsa̍p-gōo-tiāu ê
六十六兆个,la̍k-tsa̍p-la̍k-tiāu ê
六十七兆个,la̍k-tsa̍p-tshit-tiāu ê
六十八兆个,la̍k-tsa̍p-peh-tiāu ê
六十八兆个,la̍k-tsa̍p-pueh-tiāu ê
六十九兆个,la̍k-tsa̍p-káu-tiāu ê
七十兆个,tshit-tsa̍p-tiāu ê
七十一兆个,tshit-tsa̍p-it-tiāu ê
七十二兆个,tshit-tsa̍p-jī-tiāu ê
七十二兆个,tshit-tsa̍p-lī-tiāu ê
七十三兆个,tshit-tsa̍p-sann-tiāu ê
七十四兆个,tshit-tsa̍p-sì-tiāu ê
七十五兆个,tshit-tsa̍p-gōo-tiāu ê
七十六兆个,tshit-tsa̍p-la̍k-tiāu ê
七十七兆个,tshit-tsa̍p-tshit-tiāu ê
七十八兆个,tshit-tsa̍p-peh-tiāu ê
七十八兆个,tshit-tsa̍p-pueh-tiāu ê
七十九兆个,tshit-tsa̍p-káu-tiāu ê
八十兆个,peh-tsa̍p-tiāu ê
八十一兆个,peh-tsa̍p-it-tiāu ê
八十二兆个,peh-tsa̍p-jī-tiāu ê
八十二兆个,peh-tsa̍p-lī-tiāu ê
八十三兆个,peh-tsa̍p-sann-tiāu ê
八十四兆个,peh-tsa̍p-sì-tiāu ê
八十五兆个,peh-tsa̍p-gōo-tiāu ê
八十六兆个,peh-tsa̍p-la̍k-tiāu ê
八十七兆个,peh-tsa̍p-tshit-tiāu ê
八十八兆个,peh-tsa̍p-peh-tiāu ê
八十八兆个,peh-tsa̍p-pueh-tiāu ê
八十九兆个,peh-tsa̍p-káu-tiāu ê
八十兆个,pueh-tsa̍p-tiāu ê
八十一兆个,pueh-tsa̍p-it-tiāu ê
八十二兆个,pueh-tsa̍p-jī-tiāu ê
八十二兆个,pueh-tsa̍p-lī-tiāu ê
八十三兆个,pueh-tsa̍p-sann-tiāu ê
八十四兆个,pueh-tsa̍p-sì-tiāu ê
八十五兆个,pueh-tsa̍p-gōo-tiāu ê
八十六兆个,pueh-tsa̍p-la̍k-tiāu ê
八十七兆个,pueh-tsa̍p-tshit-tiāu ê
八十八兆个,pueh-tsa̍p-peh-tiāu ê
八十八兆个,pueh-tsa̍p-pueh-tiāu ê
